LAT,LON,CLASS,cid,COUNTRY,AFFILIATION,TYPE,tid,FUNCTION,env,pid,INSTANCE,mob,speed,EMITTER_NAME,rtype,rid,EMITTER_FUNCTION,WAVEFORM_N,RF_MIN,RF_MAX,PRI_MIN,PRI_MAX,PW_MIN,PW_MAX,,,,,
25.139872,51.306917,PATRIOT  ,11,UNITED STATES,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,66,ALUD PATRIOT SITE,0,0,AN/MPQ-53_ALUD,RadarInstance,1,TARGET ACQUISITION (TA),2,5701,5799,520,867,0.35,2.7,,,,,
25.139872,51.306917,PATRIOT  ,11,UNITED STATES,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,66,ALUD PATRIOT SITE,0,0,AN/MPQ-53_ALUD,RadarInstance,1,TARGET ACQUISITION (TA),3,5701,5799,227,380,49,51,,,,,
25.139872,51.306917,PATRIOT  ,11,UNITED STATES,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,66,ALUD PATRIOT SITE,0,0,AN/MPQ-53_ALUD,RadarInstance,1,TARGET ACQUISITION (TA),4,5701,5799,520,867,49,51,,,,,
25.940957,49.732503,PATRIOT  ,8,SAUDI ARABIA,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,84,BUQA PATRIOT SITE,0,0,AN/MPQ-53_BUQA,RadarInstance,1,TARGET ACQUISITION (TA),1,5455,5555,227,380,0.35,2.7,,,,,
25.940957,49.732503,PATRIOT  ,8,SAUDI ARABIA,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,84,BUQA PATRIOT SITE,0,0,AN/MPQ-53_BUQA,RadarInstance,1,TARGET ACQUISITION (TA),2,5455,5555,520,867,0.35,2.7,,,,,
25.940957,49.732503,PATRIOT  ,8,SAUDI ARABIA,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,84,BUQA PATRIOT SITE,0,0,AN/MPQ-53_BUQA,RadarInstance,1,TARGET ACQUISITION (TA),3,5455,5555,227,380,49,51,,,,,
25.940957,49.732503,PATRIOT  ,8,SAUDI ARABIA,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,84,BUQA PATRIOT SITE,0,0,AN/MPQ-53_BUQA,RadarInstance,1,TARGET ACQUISITION (TA),4,5455,5555,520,867,49,51,,,,,
26.357557,50.114235,PATRIOT,8,SAUDI ARABIA,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,103,DAMM PATRIOT,0,0,AN/MPQ-53_DAMM,RadarInstance,1,TARGET ACQUISITION (TA),1,5575,5675,227,380,0.35,2.7,,,,,
26.357557,50.114235,PATRIOT,8,SAUDI ARABIA,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,103,DAMM PATRIOT,0,0,AN/MPQ-53_DAMM,RadarInstance,1,TARGET ACQUISITION (TA),2,5575,5675,520,867,0.35,2.7,,,,,
26.357557,50.114235,PATRIOT,8,SAUDI ARABIA,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,103,DAMM PATRIOT,0,0,AN/MPQ-53_DAMM,RadarInstance,1,TARGET ACQUISITION (TA),3,5575,5675,227,380,49,51,,,,,
26.357557,50.114235,PATRIOT,8,SAUDI ARABIA,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,103,DAMM PATRIOT,0,0,AN/MPQ-53_DAMM,RadarInstance,1,TARGET ACQUISITION (TA),4,5575,5675,520,867,49,51,,,,,
24.24819946,54.54769897,PATRIOT  ,11,UNITED STATES,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,56,ALDH PATRIOT SITE,0,0,AN/MPQ-53_DHAF,RadarInstance,1,TARGET ACQUISITION (TA),1,5215,5315,227,380,0.35,2.7,,,,,
24.24819946,54.54769897,PATRIOT  ,11,UNITED STATES,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,56,ALDH PATRIOT SITE,0,0,AN/MPQ-53_DHAF,RadarInstance,1,TARGET ACQUISITION (TA),2,5215,5315,520,867,0.35,2.7,,,,,
24.24819946,54.54769897,PATRIOT  ,11,UNITED STATES,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,56,ALDH PATRIOT SITE,0,0,AN/MPQ-53_DHAF,RadarInstance,1,TARGET ACQUISITION (TA),3,5215,5315,227,380,49,51,,,,,
24.24819946,54.54769897,PATRIOT  ,11,UNITED STATES,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,56,ALDH PATRIOT SITE,0,0,AN/MPQ-53_DHAF,RadarInstance,1,TARGET ACQUISITION (TA),4,5215,5315,520,867,49,51,,,,,
26.848276,49.860099,PATRIOT,8,SAUDI ARABIA,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,137,GHAZ PATRIOT,0,0,AN/MPQ-53_GHAZ,RadarInstance,1,AIR SURVEILLANCE (AS),4,5690,5790,520,867,49,51,,,,,
26.848276,49.860099,PATRIOT,8,SAUDI ARABIA,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,137,GHAZ PATRIOT,0,0,AN/MPQ-53_GHAZ,RadarInstance,1,TARGET ACQUISITION (TA),1,5690,5790,227,380,0.35,2.7,,,,,
26.848276,49.860099,PATRIOT,8,SAUDI ARABIA,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,137,GHAZ PATRIOT,0,0,AN/MPQ-53_GHAZ,RadarInstance,1,TARGET ACQUISITION (TA),2,5690,5790,520,867,0.35,2.7,,,,,
26.848276,49.860099,PATRIOT,8,SAUDI ARABIA,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,137,GHAZ PATRIOT,0,0,AN/MPQ-53_GHAZ,RadarInstance,1,TARGET ACQUISITION (TA),3,5690,5790,227,380,49,51,,,,,
24.990072,55.028955,PATRIOT  ,11,UNITED STATES,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,149,JEBA PATRIOT SITE,0,0,AN/MPQ-53_JEBA,RadarInstance,1,TARGET ACQUISITION (TA),1,5415,5515,227,380,0.35,2.7,,,,,
24.990072,55.028955,PATRIOT  ,11,UNITED STATES,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,149,JEBA PATRIOT SITE,0,0,AN/MPQ-53_JEBA,RadarInstance,1,TARGET ACQUISITION (TA),2,5415,5515,520,867,0.35,2.7,,,,,
24.990072,55.028955,PATRIOT  ,11,UNITED STATES,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,149,JEBA PATRIOT SITE,0,0,AN/MPQ-53_JEBA,RadarInstance,1,TARGET ACQUISITION (TA),3,5415,5515,227,380,49,51,,,,,
24.990072,55.028955,PATRIOT  ,11,UNITED STATES,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,150,JEBA PATRIOT SITE,0,0,AN/MPQ-53_JEBA,RadarInstance,1,TARGET ACQUISITION (TA),4,5415,5515,520,867,49,51,,,,,
26.202204,50.615022,PATRIOT  ,11,UNITED STATES,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,174,MANA PATRIOT SITE,0,0,AN/MPQ-53_MANA,RadarInstance,1,TARGET ACQUISITION (TA),1,5601,5699,227,380,0.35,2.7,,,,,
26.202204,50.615022,PATRIOT  ,11,UNITED STATES,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,174,MANA PATRIOT SITE,0,0,AN/MPQ-53_MANA,RadarInstance,1,TARGET ACQUISITION (TA),2,5601,5699,520,867,0.35,2.7,,,,,
26.202204,50.615022,PATRIOT  ,11,UNITED STATES,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,174,MANA PATRIOT SITE,0,0,AN/MPQ-53_MANA,RadarInstance,1,TARGET ACQUISITION (TA),3,5601,5699,227,380,49,51,,,,,
26.202204,50.615022,PATRIOT  ,11,UNITED STATES,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,174,MANA PATRIOT SITE,0,0,AN/MPQ-53_MANA,RadarInstance,1,TARGET ACQUISITION (TA),4,5601,5699,520,867,49,51,,,,,
26.224955,50.168821,PATRIOT,8,SAUDI ARABIA,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,60,ALKH PATRIOT,0,0,AN/MPQ-53-ALKH,RadarInstance,1,TARGET ACQUISITION (TA),3,5205,5305,227,380,49,51,,,,,
0,0,NIMITZ,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,4,AIRCRAFT CARRIER,SeaSurface,100,CVN72 ABRAHAM LINCOLN,1,0,AN/SPN-43C,RadarClass,1,CARRIER APPROACH (CA),1,3605,3610,999,1001,0.9,1.1,,,,,
0,0,NIMITZ,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,4,AIRCRAFT CARRIER,SeaSurface,100,CVN72 ABRAHAM LINCOLN,1,0,AN/SPQ-9B,RadarClass,2,FIRE CONTROL (FC),1,8600,9500,28.169,28.9855,0.25,1,,,,,
0,0,BADR,8,SAUDI ARABIA,Friend,SeaSurfacePlatformClass,8,CORVETTE,SeaSurface,78, ,1,0,AN/SPS-40B,RadarClass,1,SURFACE SEARCH (SS),1,402.5,447.5,3333,3891,2.9,3.1,,,,,
0,0,BADR,8,SAUDI ARABIA,Friend,SeaSurfacePlatformClass,8,CORVETTE,SeaSurface,78, ,1,0,AN/SPS-40B,RadarClass,1,SURFACE SEARCH (SS),2,402.5,447.5,3333,3891,59,61,,,,,
0,0,NIMITZ,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,4,AIRCRAFT CARRIER,SeaSurface,100,CVN72 ABRAHAM LINCOLN,1,0,AN/SPS-48E,RadarClass,3,AIR SURVEILLANCE (AS),1,2939,3058,363.636,3030.303,8.5,9.5,,,,,
0,0,NIMITZ,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,4,AIRCRAFT CARRIER,SeaSurface,100,CVN72 ABRAHAM LINCOLN,1,0,AN/SPS-48E,RadarClass,3,AIR SURVEILLANCE (AS),2,2939,3058,363.636,3030.303,26.5,27.5,,,,,
0,0,NIMITZ,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,4,AIRCRAFT CARRIER,SeaSurface,100,CVN72 ABRAHAM LINCOLN,1,0,AN/SPS-49(V)5,RadarClass,4,AIR SURVEILLANCE (AS),1,850,942,980.3921,1020.408,1.8,2.2,,,,,
0,0,NIMITZ,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,4,AIRCRAFT CARRIER,SeaSurface,100,CVN72 ABRAHAM LINCOLN,1,0,AN/SPS-49(V)5,RadarClass,4,AIR SURVEILLANCE (AS),2,850,942,1219.5122,182.0512,1.8,2.2,,,,,
0,0,NIMITZ,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,4,AIRCRAFT CARRIER,SeaSurface,100,CVN72 ABRAHAM LINCOLN,1,0,AN/SPS-49(V)5,RadarClass,4,AIR SURVEILLANCE (AS),3,850,942,3508.7719,3636.3636,124.5,125.5,,,,,
0,0,OLIVER HP,1,BAHRAIN,Assumed Friend,SeaSurfacePlatformClass,14,FRIGATE,SeaSurface,182, ,1,0,AN/SPS-49(V)5,RadarClass,1,AIR SURVEILLANCE (AS),1,850,942,980.3921,1020.408,1.8,2.2,,,,,
0,0,OLIVER HP,1,BAHRAIN,Assumed Friend,SeaSurfacePlatformClass,14,FRIGATE,SeaSurface,182, ,1,0,AN/SPS-49(V)5,RadarClass,1,AIR SURVEILLANCE (AS),2,850,942,1219.5122,182.0512,1.8,2.2,,,,,
0,0,OLIVER HP,1,BAHRAIN,Assumed Friend,SeaSurfacePlatformClass,14,FRIGATE,SeaSurface,182, ,1,0,AN/SPS-49(V)5,RadarClass,1,AIR SURVEILLANCE (AS),3,850,942,3508.7719,3636.3636,124.5,125.5,,,,,
0,0,AL SIDDIQ,8,SAUDI ARABIA,Friend,SeaSurfacePlatformClass,24,PATROL SHIP,SeaSurface,53, ,1,0,AN/SPS-55,RadarClass,1,SURFACE SEARCH (SS),1,9550,9600,1332,1334,0.9,1.1,,,,,
0,0,OLIVER HP,1,BAHRAIN,Assumed Friend,SeaSurfacePlatformClass,14,FRIGATE,SeaSurface,182, ,1,0,AN/SPS-55,RadarClass,2,SURFACE SEARCH (SS),1,9825,9915,443,445,0.11,0.13,,,,,
0,0,OLIVER HP,1,BAHRAIN,Assumed Friend,SeaSurfacePlatformClass,14,FRIGATE,SeaSurface,182, ,1,0,AN/SPS-55,RadarClass,2,SURFACE SEARCH (SS),2,9825,9915,1332,1334,0.9,1.1,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,105,DDG72 MAHAN,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),1,5505,5510,415,417,0.1,0.15,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,105,DDG72 MAHAN,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),2,5505,5510,832,834,0.24,0.25,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,105,DDG72 MAHAN,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),3,5505,5510,1332,1334,0.9,1.1,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,105,DDG72 MAHAN,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),4,5505,5510,387.5,445.8334,0.1,0.15,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,105,DDG72 MAHAN,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),5,5505,5510,775,891.6667,0.24,0.25,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,105,DDG72 MAHAN,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),6,5505,5510,1240,1426.6667,0.9,1.1,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,105,DDG72 MAHAN,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),7,5505,5510,383.3334,450,0.1,0.15,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,105,DDG72 MAHAN,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),8,5505,5510,766.6667,900,0.24,0.25,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,105,DDG72 MAHAN,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),9,5505,5510,1226.6667,1440,0.9,1.1,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,106,DDG74 MCFAUL,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),1,5790,5800,415.168,416.832,0.1,0.15,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,106,DDG74 MCFAUL,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),2,5790,5800,831.6663,834.9997,0.24,0.25,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,106,DDG74 MCFAUL,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),3,5790,5800,1330.6667,1336,0.9,1.1,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,106,DDG74 MCFAUL,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),4,5790,5800,387.5,445.8334,0.1,0.15,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,106,DDG74 MCFAUL,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),5,5790,5800,775,891.6667,0.24,0.25,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,106,DDG74 MCFAUL,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),6,5790,5800,1240,1426.6667,0.9,1.1,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,106,DDG74 MCFAUL,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),7,5790,5800,383.3334,450,0.1,0.15,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,106,DDG74 MCFAUL,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),8,5790,5800,766.6667,900,0.24,0.25,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,106,DDG74 MCFAUL,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),9,5790,5800,1226.6667,1440,0.9,1.1,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,107,DDG76 HIGGINS,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),1,5490,5000,415.168,416.832,0.1,0.15,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,107,DDG76 HIGGINS,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),2,5490,5000,831.6663,834.9997,0.24,0.25,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,107,DDG76 HIGGINS,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),3,5490,5000,1330.6667,1336,0.9,1.1,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,107,DDG76 HIGGINS,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),4,5490,5000,387.5,445.8334,0.1,0.15,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,107,DDG76 HIGGINS,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),5,5490,5000,775,891.6667,0.24,0.25,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,107,DDG76 HIGGINS,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),6,5490,5000,1240,1426.6667,0.9,1.1,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,107,DDG76 HIGGINS,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),7,5490,5000,383.3334,450,0.1,0.15,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,107,DDG76 HIGGINS,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),8,5490,5000,766.6667,900,0.24,0.25,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,107,DDG76 HIGGINS,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),9,5490,5000,1226.6667,1440,0.9,1.1,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,108,DDG84 BULKELEY,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),1,5710,5715,415.168,416.832,0.1,0.1,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,108,DDG84 BULKELEY,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),2,5710,5715,831.6663,834.9997,0.24,0.25,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,108,DDG84 BULKELEY,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),3,5710,5715,1330.6667,1336,0.9,1.1,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,108,DDG84 BULKELEY,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),4,5710,5715,387.5,445.8334,0.1,0.1,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,108,DDG84 BULKELEY,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),5,5710,5715,775,891.6667,0.24,0.25,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,108,DDG84 BULKELEY,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),6,5710,5715,1240,1426.6667,0.9,1.1,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,108,DDG84 BULKELEY,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),7,5710,5715,383.3334,450,0.1,0.1,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,108,DDG84 BULKELEY,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),8,5710,5715,766.6667,900,0.24,0.25,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,108,DDG84 BULKELEY,1,0,AN/SPS-67(V)5,RadarInstance,1,SURFACE SEARCH (SS),9,5710,5715,1226.6667,1440,0.9,1.1,,,,,
0,0,BAYANDOR,5,IRAN,Hostile ,SeaSurfacePlatformClass,8,CORVETTE,SeaSurface,39, ,1,0,AN/SPS-6C ,RadarClass,1,AIR SURVEILLANCE (AS),1,1280,1300,1612.903,1724.138,0.9,1.1,,,,,
0,0,BAYANDOR,5,IRAN,Hostile ,SeaSurfacePlatformClass,8,CORVETTE,SeaSurface,39, ,1,0,AN/SPS-6C ,RadarClass,1,AIR SURVEILLANCE (AS),2,1280,1300,6451.613,6896.552,3.9,4.1,,,,,
0,0,BAYANDOR,5,IRAN,Hostile ,SeaSurfacePlatformClass,8,CORVETTE,SeaSurface,43, ,1,0,AN/SPS-6C ,RadarClass,1,AIR SURVEILLANCE (AS),1,1320,1340,1612.903,1724.138,0.9,1.1,,,,,
0,0,BAYANDOR,5,IRAN,Hostile ,SeaSurfacePlatformClass,8,CORVETTE,SeaSurface,43, ,1,0,AN/SPS-6C ,RadarClass,1,AIR SURVEILLANCE (AS),2,1320,1340,6451.613,6896.552,3.9,4.1,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,105,DDG72 MAHAN,1,0,AN/SPY-1D,RadarClass,2,MULTI-FUNCTION (MF),1,3100,3500,272.1258,332.5982,6.2,6.6,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,105,DDG72 MAHAN,1,0,AN/SPY-1D,RadarClass,2,MULTI-FUNCTION (MF),2,3100,3500,540,660,12.5,12.9,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,105,DDG72 MAHAN,1,0,AN/SPY-1D,RadarClass,2,MULTI-FUNCTION (MF),3,3100,3500,1062.9918,1299.2122,25.2,25.6,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,105,DDG72 MAHAN,1,0,AN/SPY-1D,RadarClass,2,MULTI-FUNCTION (MF),4,3100,3500,2168.5041,2650.3939,50.8,51.2,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,106,DDG74 MCFAUL,1,0,AN/SPY-1D,RadarClass,2,MULTI-FUNCTION (MF),1,3100,3500,272.1258,332.5982,6.2,6.6,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,106,DDG74 MCFAUL,1,0,AN/SPY-1D,RadarClass,2,MULTI-FUNCTION (MF),2,3100,3500,540,660,12.5,12.9,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,106,DDG74 MCFAUL,1,0,AN/SPY-1D,RadarClass,2,MULTI-FUNCTION (MF),3,3100,3500,1062.9918,1299.2122,25.2,25.6,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,106,DDG74 MCFAUL,1,0,AN/SPY-1D,RadarClass,2,MULTI-FUNCTION (MF),4,3100,3500,2168.5041,2650.3939,50.8,51.2,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,107,DDG76 HIGGINS,1,0,AN/SPY-1D,RadarClass,2,MULTI-FUNCTION (MF),1,3100,3500,272.1258,332.5982,6.2,6.6,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,107,DDG76 HIGGINS,1,0,AN/SPY-1D,RadarClass,2,MULTI-FUNCTION (MF),2,3100,3500,540,660,12.5,12.9,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,107,DDG76 HIGGINS,1,0,AN/SPY-1D,RadarClass,2,MULTI-FUNCTION (MF),3,3100,3500,1062.9918,1299.2122,25.2,25.6,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,107,DDG76 HIGGINS,1,0,AN/SPY-1D,RadarClass,2,MULTI-FUNCTION (MF),4,3100,3500,2168.5041,2650.3939,50.8,51.2,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,108,DDG84 BULKELEY,1,0,AN/SPY-1D,RadarClass,2,MULTI-FUNCTION (MF),1,3100,3500,272.1258,332.5982,6.2,6.6,,,,,
0,0,ARLEIGH BURKE,11,UNITED STATES,Friend,SeaSurfacePlatformInstance,10,DESTROYER,SeaSurface,108,DDG84 BULKELEY,1,0,AN/SPY-1D,RadarClass,2,MULTI-FUNCTION (MF),2,3100,3500,540,660,12.5,12.9,,,,,
